disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy or standards addressing emissions from the jurisdiction's procurement,"col3_Provide a link, if applicable, and highlight any specific action(s) the jurisdiction is implementing to reduce emissions from its own consumption"
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,KK indkøbspolitik tilgængelig.pdf,"The procurement policy has five themes, where environmental sustainability, and reducing climate impact are two. It does not, however, have specific actions or goals. Requiring green vehicles from suppliers and buying ecolabelled products are two specific actions that the city works with in this regard. The political adoption of the 2035 climate strategy for the city of Copenhagen in Q3 of 2025, includes public procurement as part of the strategy. The political ambition is a 50% reduction of emissions in 2035, and 25% reduction of emissions in 2030, but specific annual goals and actions have yet to be set. The city of Copenhagen has developed a climate-monitoring-model and is now monitoring the climate impact from procurement. Specific actions are being developed throughout 2025 as input to the first of three climate actions plans (2026-2028) under the 2035 climate strategy. "
2025 Disclosure Cycle,779465,CDP,31051,Coventry City Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"Links\nClimate Change Strategy - https://www.coventry.gov.uk/climate-change/climate-change-strategy \nClimate Change Action Plan - https://www.coventry.gov.uk/climate-change/climate-change-action-plan\nSocial Value & Sustainability Policy - https://www.coventry.gov.uk/strategies-plans-policies/social-value-1\n\nThe Action Plan includes actions related to procurement which includes: \n\nCCC27 - Scope 1 and 2 Emissions Reporting Require supply chain to disclose annual Scope 1 & 2 emissions. Potentially do in partnership at a regional level to ensure compliance and help set standards. This will be delivered by organisations whose goods and services are procured by CCC\n\nCCC28 - Sustainability in Corporate Procurement Policy Update the Council's Central Management Framework, review Procurement Strategy and Social Value policy, and produce clear guidance on things to consider when drafting future contract specifications which addresses sustainability and climate change considerations. This will be delivered by the Council. \n\nCE14 - Development Council procurement policy to include circularity criteria in contracts for future projects, alongside embodied carbon to encourage more suppliers to adopt a more circular approach to waste and energy. This is something that could be adopted by other organisations across the city.\nCriteria could include traceable recycled material content, use of low emission suppliers, evidence of design for circularity, disassembly or sustainable disposal and evidence of material minimisation and not overdesign. Embodied emissions can be calculated to demonstrate the environmental benefits of future projects that adopt a more circular approach to waste. \n\nSocial Value & Sustainability Policy: \nVision: \nCoventry City Council recognises the potential and impact of embedding Social Value in our procurement processes and contracts with third parties, as well as in our work with partner organisations and communities. Our vision is to ensure that Coventry as a city embeds the social value ethos, to consider activities holistically, taking account of the wider economic, social and environmental effects. This will enable us to challenge inequalities and promote inclusion, deliver sustainability, support the local economy and work with the local community."
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Glasgow City Council's Sustainable Procurement Strategy 2023 - 2027.pdf,Glasgow City Council's Sustainable Procurement Strategy (approved at the City Administration Committee in March 2023) sets out how it intends to ensure that its procurement activity delivers value for money and contributes to the authority's broader aims and objectives such as the 2030 Net Zero Carbon target.\n\nhttps://www.glasgow.gov.uk/article/11399/Sustainable-Procurement
2025 Disclosure Cycle,779465,CDP,31090,"District of Columbia, DC",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"The District's first step in reducing emissions from procurement is with food and beverage purchasing, to meet a 25% reduction target by 2030. The District's baseline assessment and report on best practices to pursue to meet that target was published in 2023 and is available at: https://doee.dc.gov/sites/default/files/dc/sites/doee/service_content/attachments/FY2023%20Green%20Food%20Report.pdf. The most recent report builds on the baseline report and includes food procurement data from 2022 and 2023: https://doee.dc.gov/sites/default/files/dc/sites/doee/service_content/attachments/Green%20Food%20Report%202025.pdf\n\nWhile the District has emissions reduction targets for food and beverage procurement, the city is also working to procure environmentally preferable products and services (EPPS) to the maximum extent practicable, where emissions/embodied carbon may be one contributing factor. The District has sustainable purchasing specifications for 15 categories currently and is working to continually updated and improve the guidance to assist District agencies in their procurement: https://doee.dc.gov/service/sustainable-purchasing"
2025 Disclosure Cycle,779465,CDP,31109,City of Melbourne,City,South East Asia & Oceania,Australia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,esg-procurement-framework.pdf,"The City of Melbourne's ESG Procurement Framework embeds environmental, social and governance principles into every purchasing decision, with a strong focus on reducing carbon emissions. All staff involved in procurement are expected to apply these principles, ensuring every purchase considers its environmental impact across the full lifecycle of goods and services. The framework requires the use of positive and negative screening, where suppliers must declare any associations with harmful industries such as fossil fuels, and preference is given to those demonstrating low-carbon operations, renewable energy use, sustainable materials, and circular economy practices. To reinforce this commitment, a mandatory 10% weighting for ESG is applied in all procurement processes, ensuring sustainability and emissions reduction are consistently factored into decision making. This approach makes carbon-conscious procurement business as usual at the City of Melbourne and supports Council's target of achieving net zero emissions by 2040. Sustainability is also actively managed through our Supplier Relationship Management (SRM) program, where we work closely with suppliers to deliver the best long-term environmental outcomes."
2025 Disclosure Cycle,779465,CDP,31110,City of Rome,City,Europe,Italy,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"Institution of a dedicated team for “green” purchasing in Roma Capitale. Link at https://www.comune.roma.it/web/it/notizia.page?contentId=NWS1028431. Moreover, when possible, Rome ensures the inclusion in public procurements of LCA protocols in order to have a real impact over the emissions, for example through the implementation of LEED and GBC certified interventions."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"東京都では、購入の必要性を十分に考慮し、品質や価格だけでなく環境の事を考え、環境負荷ができるだけ小さい製品やサービスを、環境負荷の低減に努める事業者から優先して購入するグリーン購入に率先して取り組んでいる。これにより、サプライチェーン全体の観点から、都の調達行動を起点として、環境配慮型製品の市場を拡大し、製造者等の製品の開発や供給における環境負荷の低減に向けた取組を後押ししている。また、都民・事業者や他自治体による環境配慮型製品の購入を更に喚起し、持続可能な社会の実現を積極的に推進している。\nThe Tokyo Metropolitan Government (TMG) is forging ahead with green purchasing, giving priority to the purchase of products and services with the lowest possible environmental impact from businesses that strive to reduce their environmental impact, considering the necessity of purchasing and also taking into account not only quality and price but also the environment. Considering its procurement activities as a starting point from the perspective of the supply chain, TMG is expanding the market for environmentally friendly products and encouraging efforts by manufacturers to reduce the environmental load of product development and supply. We are actively promoting the realization of a sustainable society by further encouraging the purchase of environmentally friendly products by Tokyo residents, businesses, and other local governments.\n\nhttps://www.kankyo.metro.tokyo.lg.jp/policy_others/tokyo_green/tokyo_green/"
2025 Disclosure Cycle,779465,CDP,31112,Kaohsiung City Government,City,China,East Asia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,8-4-2_GreenProcurement.pdf,"https://ksepb.kcg.gov.tw/uploadplugin/getFile?file=sOjXwICtS7Yu9vcwdug2Cc3Nv4%2BuF%2FYQE4G08fg3kPT260fhvCYxkpbgp6B0GPEK 1. Green Consumption1.1. Encouraging people to prioritize the selection of green products with lower environmental impact and providing guidance to green businesses to report the sales amount of green products. In 2022, the total reported sales amount of green products from registered green shops in the city was approximately 560 million NTD.1.2. Promoting leasing and green procurement by government agencies: Promoting the use of products with eco-labels through leasing, and government agencies leading the way in implementing \'lease-to-own\' practices to achieve a zero-carbon green lifestyle and environmental goals.2. Promoting Green Restaurants and Eco-friendly HotelsEncouraging people to choose green restaurants and eco-friendly hotels for accommodation and dining, promoting environmentally friendly and low-carbon practices in dining and lodging, and reducing the environmental impact."
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,8.4 greenprocurement.pdf,横浜市グリーン購入の推進に関する基本方針https://www.city.yokohama.lg.jp/kurashi/machizukuri-kankyo/ondanka/etc/shiyakusho/green.html 　このほかに、横浜市グリーン購入の推進を図るための調達方針、横浜型グリーン電力調達制度がある。
2025 Disclosure Cycle,779465,CDP,31114,City of Sydney,City,South East Asia & Oceania,Australia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,31115,City of Johannesburg,City,UKWW,South Africa,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"In 2007, an Environmentally Responsible Procurement policy was created to increase the development, awareness and purchase of environmentally preferred products (EPP) and services. PMMD is developing a Sustainable Procurement Policy that will replace a number of existing procurement policies, including the Environmentally Responsible Procurement Policy.\n\nLink to EPP: https://www.toronto.ca/wp-content/uploads/2017/08/8e27-environment_procurement.pdf\n\nReview of the City's Environmentally Responsible Procurement Practices. Date: September 21, 2009 https://www.toronto.ca/legdocs/mmis/2009/ex/bgrd/backgroundfile-23749.pdf\n\n\nCircular Procurement:\n\nCircular procurement is widely recognized as a key urban policy lever to achieve waste reduction and sustainable consumption goals by leveraging public sector spending to increase the supply of innovative goods and services. The City of Toronto developed a Circular Procurement Framework and Implementation Plan in 2018 to support its efforts to transition to a circular economy. The Framework outlines how circular economy principles will be applied to the City's purchasing processes to drive waste reduction, economic growth, and social prosperity. Implementing circular procurement will advance the City's efforts to maximize the value of existing resources and reduce waste. This, in turn, help reduce GHG emissions and move the City closer to achieving its TransformTO' s goals.\n\nCircular Procurement Implementation Plan and Framework: https://www.toronto.ca/legdocs/mmis/2018/gm/bgrd/backgroundfile-115664.pdf\n\nOn May 30, 2023, the City has awarded RFP 3743044527 to Sysco Toronto for the supply and delivery of groceries for Seniors Services and Long-Term Care Division, Shelter Support and Housing Administration Division and Children's Services Division (2023.GG4.20). During the RFP process, existing public procurement documents from the City were modified to incorporate the Cool Food Pledge requirement in measuring and quantifying emissions associated with the City's food procurement. The scoring criteria to evaluate proposals from potential Vendors also incorporated the Cool Food Pledge requirement.\n\nhttps://secure.toronto.ca/council/agenda-item.do?item=2023.GG4.20\n\nRecent updates and future directions:\n\nReview of Procurement Bylaw:Toronto's Procurement Bylaw was reviewed in 2023, with amendments taking effect on July 1, 2024.\nPolicy updates:Revisions to the Procurement Processes Policy and the Social Procurement Policy are underway to align with the bylaw amendments and the TransformTO strategy.\nFuture reports:The Chief Procurement Officer is expected to report back in the first quarter of 2025 with further updates on how the procurement process can advance TransformTO objectives.\nToronto Green Standard: An update to the Toronto Green Standard, including revised greenhouse gas emission limits, is targeted for the fourth quarter of 2025, after the second phase of the Net Zero Transition Study is completed, according to the City of Toronto.\n\nKey aspects of the policy:\n\nEncouraging an Environmentally Responsible Procurement :The policy encourages bidders to offer environmentally preferred products and services, which are defined as those that are more energy-efficient, water-efficient, reduce waste, and minimize environmental impact.\nIntegrating environmental criteria: The policy aims to incorporate environmental performance criteria into supply chain procedures and processes.\nConsidering life-cycle costs: Environmentally responsible procurement considers the total cost of ownership, including environmental impacts over the product's entire life cycle.\nAlignment with City goals: The ERP policy supports the city's broader environmental objectives, such as the TransformTO Net Zero Strategy, which aims to reduce greenhouse gas emissions.\nFocus on waste reduction and the circular economy: The policy is also viewed as a means to advance waste reduction and promote the circular economy, aligning with the provincial goal of a waste-free future.\n\n "
