disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy addressing emissions from consumption of the most relevant goods and services,"col3_Provide a link, if applicable, and highlight any specific action the jurisdiction is implementing to reduce emissions from the consumption of goods and services in this category"
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,"EASSM-Plan-de-Accion-2022_2023.pdf,Estrategia alimentacion sostenible 2022 2025.pdf,Ficha General Alimentación.docx","Some of the most relevant actions included in both strategies are the following:- Promoting food production in the city- Establishing links between the city and the nearest rural communities to favor the consumption of proximity products- Reducing and preventing food waste, especially in restaurants and homes by sensibilizating the public or providing certifications and other incentives. Also reducing production-related wastes in the food industry using the same mechanisms."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,"Borrador_Estrategia_Economia_Circular_CAM.pdf,Diagnóstico contratación publica ecológica Madrid 2023.pdf","There is an specific chapter focus on Construction and Demolition, in the first draft of the Regional Strategy on Circular Economy, expected to be approved during the last quater of 2024. The Municipal Plan on Green Procurement pays also attention to this matter."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,"3.1. Anexo Madrid 360 BOAM_.pdf,AYTOMAD-EmissionsInvt_2022.pdf,Avance-Estrategia-Sostenibilidad-Ambiental-Madrid-360_compressed.pdf","Our GHG inventory provides data for Road and nonroad transport. The MADRID 360 - SUSTAINABLE ENVIRONMENT STRATEGY FOR THE CITY OF MADRID presents several measures aimed to reduce road traffic emissions. Most of these measures can be translated into changes in the type of vehicles and mileages within the city. However, emissions related to transboundary travels have not been estimated so far in the Madrid city GHG emissions inventory. Under the frame of the Madrid 360 Sustainability Strategy an Urban Mobility Plan has been approved in July 2022."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Yes,"Borrador_Estrategia_Economia_Circular_CAM.pdf,documento_inicial_estrategico_6.pdf","There is an specific chapter focus on clothing and textiles, In first draft of the Regional Strategy on Circular Economy, expected to be aproved during the last quater of 2024. The Municipal Plan on Green Procurement pays also attention to this matter."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,Borrador_Estrategia_Economia_Circular_CAM.pdf,"There is an specific chapter focus on household appliances and electronics, In first draft of the Regional Strategy on Circular Economy, expected to be aproved during the last quater of 2024. The Municipal Plan on Green Procurement pays also attention to this matter."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,Yes,"3.1. Anexo Madrid 360 BOAM_.pdf,AYTOMAD-EmissionsInvt_2022.pdf,Avance-Estrategia-Sostenibilidad-Ambiental-Madrid-360_compressed.pdf","Our GHG inventory provides emissions for LTO cycles. Emissions related to transboundary travels have not been estimated so far in the Madrid city GHG emissions inventory. Although the MADRID 360 Environmental Sustainable Strategy presents several measures aimed to reduce non-road transport impacts, aviation management is not related to the municipal jurisdiction, since it is operated by the national government."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,"4_DAE_Estrategia_Residuos_Madrid.pdf,documento_inicial_estrategico_6.pdf",The MADRID 360 - SUSTAINABLE ENVIRONMENT STRATEGY FOR THE CITY OF MADRID presents several measures aimed to reduce waste management emissions.\n\nA new Municipal Strategy on Waste Treatment and circular economy for the period 2025-2030 has been approved in April 2025. 
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Yes,"Borrador_Estrategia_Economia_Circular_CAM.pdf,Diagnóstico contratación publica ecológica Madrid 2023.pdf","This strategy is focused specifically on municipal green procurement. \n\nA new regional Circular Economy Action Plan at the regional level it is expected to be approved in the coming months of 2024, for the period 2025-2030."
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,programa-certificacion-cero-residuos-de-alimentos-gaceta.pdf,"En junio de 2024, la Ciudad de México publicó a través de la Gaceta Oficial, el “Aviso por el cual se da a conocer el Programa de Certificación Cero Residuos de Alimentos de la Ciudad de México”, dicho programa tiene como objetivo, reducir el desperdicio de alimentos y evitar la generación de residuos orgánicos que comúnmente son enviados a sitios de disposición final como rellenos sanitarios. \n\nEste programa se alinea estrechamente con las metas del Programa de Gestión Integral de Residuos de la Ciudad de México (PGIR 2021-2025) y del Plan de Acción Basura Cero, con lo que se se busca contribuir a la reducción de emisiones de CyGEI.\n\nEste Programa está formulado para que los grandes generadores de residuos puedan diseñar y ejecutar un Plan de implementación Cero Residuos de Alimentos durante un periodo de 18 meses. El plan se conforma por una serie de criterios voluntarios que tienen por objetivo prevenir y reducir el desperdicio de alimentos hasta en un 50 por ciento.\n\nAunado a lo anterior, la Ciudad de México cuenta con proyectos relacionados a la disminución de emisiones por medio del tratamiento de alimentos: \n-Laboratorio de producción de biodiésel en Central de Abastos: consiste en una planta de biodiésel de la Central de Abasto (CEDA) que permitirá convertir el aceite comestible residual en un combustible ecológico vegetal y del que se producirán tres mil litros diarios.\n\n-Mercado de Trueque: es un programa de educación ambiental, enfocado en la separación de residuos sólidos domiciliarios desde el origen, y en la promoción del reciclaje para la conservación de los recursos naturales y la biodiversidad, así como para la mitigación del cambio climático, en la Ciudad de México. El programa consiste en el intercambio entre los residuos sólidos reciclables limpios y ordenados, por artículos de primera necesidad, plantas, hortalizas y/o servicios, que son incentivos para motivar el interés y participación en el mejoramiento ambiental.\n\n-Aprovechamiento por composta de los residuos orgánicos y de poda: Como parte de las acciones que realiza la Ciudad de México, existe un programa en donde una parte de los residuos orgánicos que se producen en la ciudad se reutilizan para generar composta y evitar que éstos sigan emitiendo metano a la atmósfera. \n\n"
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,NACDMX-007-RNAT-2019_RCD.pdf,"La Ciudad de México cuenta con la Norma Ambiental para la Ciudad de México NACDMX-007-RNAT-2019, que establece la clasificación y especificación de manejo integral para los residuos de la construcción y demolición de la Ciudad de México.\n\nPor otro lado, con objetivo de contribuir al eje “Basura Cero” del Programa de Acción climática para la CIudad de México 2021-2030, en la alcaldía Miguel Hidalgo se instaló el Centro Integral de Reciclaje (CIREC-MH) de la empresa Concretos Sustentables Mexicanos (CSMX), la cual da tratamiento a los residuos de la construcción y demolición. Asimismo, se encuentran operando dos plantas en terrenos del Bordo Poniente, una perteneciente al Gobierno de la Ciudad de México y otra a CSMX; 2 plantas privadas en la Alcaldía Iztapalapa y una más del Gobierno de la Ciudad, en la Alcaldía Xochimilco; con estas plantas contribuimos a transitar hacia una economía circular."
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,,"Dentro de la Ciudad de México existen programas y estrategias para reducir las emisiones generadas por el transporte. Entre ellos, el Programa de Gestión para Mejorar la Calidad del Aire de la Zona Metropolitana del Valle de México (ZMVM) 2021-2030 y el Programa de Acción Climática 2021-2030. Estos programas están conformado por medidas y acciones enfocados en atender sectores prioritarios, como es el caso del sector transporte, donde se busca actualizar el marco regulatorio y la renovación tecnológica. Asimismo, se enfocan en acciones como la electrificación de automóviles y la del sistemas de transporte público masivo. Algunos ejemplos son la electrificación de rutas de Metrobús, la construcción de 3 líneas de cablebús y la renovación e incremento del Sistema de Trolebuses de la Ciudad.\nAunado a lo anterior, la Ciudad de México "
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,NADF019-AMBT-2018_Residuos eléctrónicos.pdf,"El programa \'Reciclatrón\' promueve entre la ciudadanía el correcto manejo, separación y reciclaje de residuos electrónicos y eléctricos, los cuales son recibidos en este programa y se enlistan con base en la Norma Ambiental para el Distrito Federal NADF-019-AMBT-2018, Anexo I).\n\nLos residuos electrónicos y eléctricos requieren un plan de manejo especial para acopiarlos, transportarlos y aprovechar su valor o gestionar su disposición final de manera ambientalmente adecuada y controlada. Su principal acción es realizar jornadas de acopio en donde la ciudadanía lleva sus aparatos electrónicos para su reciclaje y correcta disposición en vez de que estos terminen en tiraderos. \n\nDurante 2022, la Secretaría del Medio Ambiente, capacitó a las Alcaldías de la Ciudad de México para que realicen de manera independiente sus propias jornadas de reciclatrón.\n\nCon la puesta en marcha de éste programa de educación ambiental contribuimos de manera directa a la reducción de residuos a través del acopio de éstos para su reciclaje. \n\nEl Reciclatrón ofrece a la población la posibilidad de acudir a jornadas participativas a entregar sus residuos y recibir, a cambio, diversas clases de bienes generados por productoras y productores locales, entre otros.\n\nDesde que inició este programa, hasta julio de 2025, se han realizado 164 jornadas, se han recolectado 2,450 toneladas de este tipo de residuos electrónicos, lo que representa un avance significativo en el manejo responsable de los mismos. Además, han participado más de 108,000 personas que han contribuido al reciclaje adecuado de aparatos eléctricos y electrónicos.\n\nhttp://data.sedema.cdmx.gob.mx/reciclatron/beneficios-2020.html"
