disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Use of carbon credits,col2_Identify target,col3_Emissions purchased/sold (metric tonnes CO2e),col4_Verified to which standard,col5_Outline the crediting period and country(ies)/area(s) where offsetting efforts are or will be taking place,col6_Comment
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Glasgow's Net Zero Route Map (published November 2024) highlights ways in which we can prioritise our activity to reach net zero in line with science-based targets. GCC are currently working with the Scottish Climate Intelligence Service (SCIS) to further enhance and refine Glasgow's Net Zero Route Map, looking at areas including adaptation and co-benefits.\n\nAdditional actions that will assist Glasgow in achieving its ambitions include opportunities for carbon sequestration as part of the Forest and Woodland Strategy (approved by the City Administration Committee in June 2024) which aims to boost the number of trees in the city regional area by 18 million over the next 10 years.\n\nFurther initiatives that support the Forest and Woodland Strategy are the 'Greening the City' programme and 'Trees for Streets'. Both of these initiatives will increase the number of trees situated within Glasgow city centre."
2025 Disclosure Cycle,779465,CDP,31090,"District of Columbia, DC",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31109,City of Melbourne,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,City of Melbourne plans to partner with other local councils to use council-owned and private land to create draw-down projects to offset the last remaining carbon emissions not eliminated. Conversations are currently underway to scope the feasibility of this project and we hope to have more details available in future CDP reports.
2025 Disclosure Cycle,779465,CDP,31110,City of Rome,City,Europe,Italy,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"At this time, Roma Capitale is not using or planning to use carbon credits sold or purchased outside the destination jurisdiction or border."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31112,Kaohsiung City Government,City,China,East Asia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Kaohsiung City has established \'Kaohsiung City Net-Zero Urban Development and Self Government Ordinance\' and set certain review phase of \'Carbon Reduction Strategy White Paper\'(temporary translation), \'Voluntary Local Review\' and \'Carbon Budget.\' Currently in the Ordinance, no offset carbon budget was mentioned to use/sell."
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,クレジットについては国等の上方や取組状況を鑑みて検討中。なお、市役所と組織委員会の協働で行うワールドトライアスロン・パラトライアスロンシリーズ横浜大会では、参加者から集めた環境協力金を基にしたカーボンオフセット等に取り組んでいます。大会の実施に不可欠な「きれいな海」を確保するため、環境協力金によるブルーカーボン事業に取り組むことで、わかめの栽培等による藻場、海中林の育成に寄与し、水質環境の保全と創造につなげています。
2025 Disclosure Cycle,779465,CDP,31114,City of Sydney,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Emissions projections have been undertaken through to 2035 - see our Environmental Strategy 2025-2030 https://www.cityofsydney.nsw.gov.au/strategies-action-plans/environmental-strategy - page 23 \n\nSpecific verified credit schemes for residual emissions will be identified closer to target year.
2025 Disclosure Cycle,779465,CDP,31115,City of Johannesburg,City,UKWW,South Africa,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The city has yet to decide on exploring the use of carbon credits as a financial tool to finance climate action activities.
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The City of Toronto's Offset Credit Policy governs the City's potential use of offset credits in its pursuit of net zero emissions from Corporate (i.e. City government) operations by 2040, specifying that only credits for carbon removal with sufficient storage can be used to balance out any residual emissions in 2040 and subsequent years. \n\nhttps://secure.toronto.ca/council/agenda-item.do?item=2023.IE3.4"
2025 Disclosure Cycle,779465,CDP,31149,Municipality of Athens,City,Europe,Greece,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,-
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,-
2025 Disclosure Cycle,779465,CDP,31153,City-State of Berlin,City,Europe,Germany,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 5,4308626,Other: La ciudad aún no ha definido ni la fuente de las compensaciones ni el standard de verificación. Actualmente se encuentra a la espera de la reglamentación del mercado de cupos transables de emisiones de Colombia,"La ciudad espera poder usar créditos de carbono provenientes de la conservación o restauración de ecosistemas dentro del mismo país para cumplir sus metas particularmente en 2030 y 2050 y según la reglamentación de los presupuestos nacionales y sectoriales de carbono que, según la NDC, serán definidos por el Ministerio de Ambiente y Desarrollo Sostenible. Para hacerlo necesita esperar a que a nivel nacional se reglamente y se implemente el mercado de cupos transables de emisiones. Por el momento, la ciudad y el país han definido que los proyectos de mitigación que se ejecuten con recursos públicos tendrán restricciones para ofertar las reducciones logradas de manera que las mismas se contabilicen en el inventario propio. El valor estimado de los créditos de carbono a ser utilizados parte de la proyección actual del impacto que las acciones de mitigación y la implementación de la política pública de acción climática tendrá en la ciudad. Sin embargo, la política pública de acción climática en su proceso de revisión y actualización incorporará el mejor conocimiento posible para actualizar los escenarios de cumplimiento de manera que, conforme nuevas tecnologías o cambios (de consumo, normativos, políticos, etc) se hagan disponibles, la ciudad pueda aumentar la ambición y disminuir la necesidad de acudir al uso de compensaciones adquiridas fuera de las fronteras de la ciudad. ","La ciudad se encuentra en proceso de actualización de las trayectorias de mitigación de emisiones GEI de conformidad con los resultados del inventario actualizado, y en el marco del un proceso de cooperación con la corporación internacional financiera (IFC). Se espera que como parte de los productos de esta cooperación se cuente con un portafolio de inversiones en cambio climático que permita alcanzar las metas de mitigación trazadas, por lo que es posible que se redefinan los potenciales de mitigación de conformidad con nuevas acciones de mitigación identificadas, así como se establezca un valor específico de las toneladas métricas de CO2eq que deberán ser compensadas a través de bonos de carbono."
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"La Ciudad Autónoma de Buenos Aires planea compensar sus emisiones residuales con la compra de créditos de carbono. Hasta el momento, se encuentra analizando cómo poder acceder a los mismos, y se está trabajando junto al Gobierno Nacional con el fin de generar un mercado que pueda regularlos."
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Other: Processo de avaliação para o uso de créditos de carbono,Target 1,0,Not yet verified,"A partir do ano de 2025, após a análise da consultoria externa a respeito dos créditos de carbono. A compensação ocorrerá por toda jurisdição.","Já estamos em processo de contratação de consultoria externa para avaliação de créditos de carbono, e o uso em nossa jurisdição."
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions generated within the boundary and sold,Target 1,1.5,Gold Standard,Crediting Period: Annually,"Our affiliate company İSTAÇ is creating energy from waste and it gains a credit. It is selling these credits.\n\nAccording to İSTAÇ Sustainability Report 2024, in the heading of \'Carbon Emission Reduction\':\n\nOur waste-to-energy production facilities, located at various locations in Istanbul, reduce greenhouse gas emissions by an average of 4.5 million tons annually. We are working to have this reduction documented by international certification bodies. This ensures global recognition of the reliability and environmental impact of our emission reduction projects. By 2024, 1.5 million tons of carbon credits were activated in our account.\n\nLink: https://www.istac.istanbul/assets/belgeler_ve_raporlar/2024-faaliyet-raporu-web.pdf\n\nPage: 78"
2025 Disclosure Cycle,779465,CDP,31164,Ho Chi Minh City,City,South East Asia & Oceania,Viet Nam,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,no comment
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Saat ini Provinsi DKI Jakarta sedang mempersiapkan Regulasi, Kebijakan, Tata Kelola, dan Tim Kerja dalam Penyelenggaraan Nilai Ekonomi Karbon."
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Plans are underway by the State Government to commence carbon trading
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Other: nil,Target 1,,Other: nil,,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not currently purchase or sell offset credit transactions. It is not even under consideration.
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Actualmente la Ciudad de México no vende ni compra créditos de carbón.
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,According to current scenarios there will be in 2050 residual emissions to be offset . We will be permanently upsatinng the 2050 scenario and we expect that residual emission will be lower than current forecast. We still don't know if we will use carbon credits to offset any residual emissions
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Other: Carbon cooperative mechanisms,Target 1,1480000,Carbon Registry,Promote in 2050 an 80% reduction in the carbon footprint of Paris compared to 2004 levels and involve all local stakeholders in offsetting for residual emissions in order to achieve the zero net carbon target for the Paris area. The transferable emissions will represent 20% of the 2004 emissions,Carbon cooperative is now established and operative since april 2023.
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Para alcançar a meta de neutralidade das emissões em 2050, a cidade terá que adquirir créditos comprados fora, porém isso ainda não acontece."
2025 Disclosure Cycle,779465,CDP,31177,"Salt Lake City, UT",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Right now, BMC does not have any plan to use carbon credits."
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,no use of carbon credits
2025 Disclosure Cycle,779465,CDP,31181,"City of Philadelphia, PA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"RECs are purchased to meet PA AEPS requirements and represent around 15% of municipal electricity. In addition, the City's solar Power Purchase Agreement, which went online in late March of 2024, will result in approximately 34% of the City's municipal electricity coming from renewable sources.\nRegarding the City's REC purchases, the City of Philadelphia purchases RECs that comply with the PA AEPS requirement, including Tier I, Tier II, and SRECs. Tier I resources include solar thermal electric, wind, low-impact hydropower, geothermal electric energy, biologically derived methane gas, fuel cells, biomass, electricity produced in-state from the by-products of pulping and wood manufacturing industries, and coal mine methane. Tier II resources include electricity produced out-of-state from the by-products of pulping and wood manufacturing industries, waste coal, distributed generation systems, demand-side management, large-scale hydropower, pumped storage hydropower, municipal solid waste, and integrated combined coal gasification technology. For SRECs, the Solar PV resources must be physically connected to the Pennsylvania EDC transmission system to qualify for AEPS requirements. The City makes REC purchases annually to align with the AEPS reporting years to meet these requirements."
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not plan to use carbon credits to reach our net zero emissions goals.
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Atualmente, a Prefeitura do Município de São Paulo não utiliza créditos de carbono vendidos ou comprados fora da jurisdição. O Município de São Paulo faz uso de estratégias de estratégias de mitigação para reduzir as emissões de gases do efeito estufa na atmosfera. Algumas das ações são a descarbonização do transporte, a partir de fontes de energia limpa, e adoção de medidas gerais de eficiência energética."
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,no data
2025 Disclosure Cycle,779465,CDP,31186,Changwon City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,"Other: 지방자치단체(창원시 포함) 는 배출권거래제의 의무대상 기관이 아니며, 배출권 직접 매입·판매 주체가 아님",Target 1,0,Not yet verified,"창원시는 관할권/목표 경계 외부에서 구매·판매하는 탄소 크레딧을 사용하지 않고 있으며, 계획도 없음.\n\n감축 목표는 자체 사업(효율화·신재생·녹지·교통전환·순환경제 등) 으로 달성할 계획임.","대한민국은 「온실가스 배출권거래제(K-ETS)」를 2015년부터 시행 중입니다.\n\n그러나 지방자치단체(창원시 포함) 는 배출권거래제의 의무대상 기관이 아니며, 배출권 직접 매입·판매 주체가 아님이 확인됩니다.\n\nK-ETS 참여 주체는 일정 규모 이상 온실가스 배출사업장(대기업, 발전사, 산업체)이며, 지자체는 행정적 관리·지원 역할을 수행합니다."
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,"Other: The Republic of Korea introduced the Korea Emissions Trading Scheme (K-ETS) in 2015, and Seoul is also subject to this system. The city receives allocated emission allowances for its regulated facilities (such as environmental infrastructure) and par",Target 1,0,Other: Seoul only trades allocated allowances and therefore does not engage in offset credit trading.,Not applicable,"The Republic of Korea introduced the Korea Emissions Trading Scheme (K-ETS) in 2015, and Seoul is also subject to this system.\nThe city receives allocated emission allowances for its regulated facilities (such as environmental infrastructure) and participates in the K-ETS by trading allowances (selling or purchasing) as part of its compliance efforts.\nSeoul currently trades allocated allowances, but does not trade offset credits."
2025 Disclosure Cycle,779465,CDP,31446,Taipei City Government,City,China,East Asia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,None.
2025 Disclosure Cycle,779465,CDP,32480,City of Adelaide,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The City of Adelaide ceased purchasing carbon offsets after FY2023/24, to focus on investment in absolute emission reductions."
2025 Disclosure Cycle,779465,CDP,32550,"City of Denver, CO",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,35268,"City of Boston, MA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No comments
2025 Disclosure Cycle,779465,CDP,35274,"City of Portland, ME",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not plan to sell carbon credits to achieve our emission reduction goals. 
