disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total annual jurisdiction-wide electricity consumption in MWh,col2_Data source used to provide percentage breakdown of consumption by energy type,col3_Percentage of total consumption from coal (%),col4_Percentage of total consumption from gas (%),col5_Percentage of total consumption from oil (%),col6_Percentage of total consumption from nuclear (%),col7_Percentage of total consumption from hydropower (%),col8_Percentage of total consumption from bioenergy (biomass and biofuels) (%),col9_Percentage of total consumption from wind (%),col10_Percentage of total consumption from geothermal (%),col11_Percentage of total consumption from solar (%),col12_Percentage of total consumption from waste to energy (excluding biomass component) (%),col13_Percentage of total consumption from wave (%),col14_Percentage of total consumption from tidal (%),col15_Percentage of total consumption from other renewable sources (%),col16_Percentage of total consumption from other non-renewable sources (%),col17_Year data applies to,col18_Comment
2025 Disclosure Cycle,779465,CDP,50154,City of Turku,City,Europe,Finland,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1648000,National-level data,1.8,0.8,0.3,40.9,,12.7,18.1,,0.9,,,,19.5,5.1,2023,Other non-renewable sources include net imports of electricity.
2025 Disclosure Cycle,779465,CDP,50203,Gaziantep Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,4087000,National-level data,35.2,18.9,0,0.0,21.5,2.5,10.5,3.2,7.5,0.7,0,0,20,0,2024,"The data has been filled in based on the electricity data (TEİAŞ statistics) from the Ministry of Energy and Natural Resources - InfoBank. There is no electricity generation from wave, tidal, or other similar renewable sources in Türkiye. The share of petroleum and other similar non-renewable 'other' sources in electricity generation is also at a negligible level."
2025 Disclosure Cycle,779465,CDP,50235,City of Kraków,City,Europe,Poland,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,3202849,Other data source: Regional/State level-data combined with Jurisdiction-level data,56.78,10.37,0.0,0.0,4.07,5.36,14.71,0.0,6.61,0.0,0.0,0.0,0.0,2.09,2023,"CONSUMPTION based on the sales volume specified by the electricity distributor, increased by the generated energy (mainly from RES), used for own needs, excluding the own needs of the PGE EC heat and power plant and the KHK ZTPO waste incineration plant. Biomass and biofuels include: sewage and landfill biogas, sewage sludge; FUEL STRUCTURE based on TAURON Sprzedaż data (the main electricity seller in the city), calculated taking into account the generated energy (mainly from RES), used for own needs, excluding the own needs of the PGE EC heat and power plant and the KHK ZTPO waste incineration plant. Biomass and biofuels include: sewage and landfill biogas, sewage sludge.\n\nThe data refers to the year 2023, as it was not possible to obtain the updated figures from the Energy Department on time."
2025 Disclosure Cycle,779465,CDP,50361,Ayuntamiento de Hermosillo,City,Latin America,Mexico,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,3971789.69,Jurisdiction-level data,0,59.0,0,0,0,1,0,0,40,0,0,0,0,0,2020|2022|2017,"Figures are estimated based on the energy consumption of stationary sources in 2022, using energy generation values from 2017 (Emissions Inventory Data) and population data from 2020 (National Population Census, INEGI). Hermosillo's main energy sources are a network of solar power plants and a combined-cycle power generation plant. These figures may change with additional or updated energy reports."
2025 Disclosure Cycle,779465,CDP,50385,Prefeitura de Campo Grande,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,2017434,Utility-level data,,,,,,,,,,,,,,,2024,Dados da concessionária de energia Energisa Mato Grosso do Sul.
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1956761.35,Regional/State-level data,0,0,0,0,95.75,0,0,0,13.86,0,0,0,0,0,2023|2024,"O consumo foi calculado com base no consumo total do estado, proporcionalmente ao número de habitantes de Teresina. Também com base em consumo mensal do município, foi calculado o consumo total anual. Também foram prestadas informações pela concessionária local (Equatorial Piauí)."
2025 Disclosure Cycle,779465,CDP,50541,"City of Greensboro, NC",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,4746919,"Other data source: USEPA eGrid Data Explorer 2023 energy generation mix data by balancing authority for Duke Energy Carolinas (DUK), that has been scaled down for Greensboro's population.",8.2,32.1,0,54.5,1.6,0.3,0,0,3.2,0,0,0,0,0,2024,"USEPA eGrid Data Explorer 2023 energy generation mix data by balancing authority for Duke Energy Carolinas (DUK), that has been scaled down for the estimated number of Greensboro customers."
2025 Disclosure Cycle,779465,CDP,50555,"City of Hamilton, ON",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,4469974.02,Utility-level data,0.0,27,0.0,34,23,0,13,0.0,1,0.0,0.0,0.0,0.0,0.0,2023,Data retrieved from the IESO for the 2023 Inventory Year: https://www.ieso.ca/Corporate-IESO/Media/Year-End-Data/2023
2025 Disclosure Cycle,779465,CDP,50559,"City of St Catharines, ON",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1312694.0,Regional/State-level data,0.0,8,0.1,55,24,0.8,8.0,1,4,0.0,0.0,0.0,0.0,0.0,2021,"Electricity consumption reported as of Ontario per capita emissions for St. Catharines population. The Province of Ontario's energy generation breakdown reported above for 2021. In 2021, annual electricity consumption per capita in Ontario was 9.6 megawatt-hours (MWh). Ontario ranked eleventh in Canada for per capita electricity consumption and consumed 36% less than the national average. https://www.cer-rec.gc.ca/en/data-analysis/energy-markets/provincial-territorial-energy-profiles/provincial-territorial-energy-profiles-ontario.html"
2025 Disclosure Cycle,779465,CDP,50562,"City of Chula Vista, CA",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,810363.0,Jurisdiction-level data,0.0,26.2,0.0,0.2,1.7,2.1,11.0,0.0,17.9,0.0,0.0,0.0,0.0,40.9,,"From https://climatedata.sandag.org/, and https://www.sdge.com/sites/default/files/documents/15781%20SDGE_Power_Content_Label_2020.pdf"
2025 Disclosure Cycle,779465,CDP,50572,"City of Saint Paul, MN",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,2190333.297,Jurisdiction-level data,10.3,26,0,22.5,5.8,1.1,29.4,0,4.5,0,0.0,0.0,0.0,0,2024,This data is found in the 2024 Xcel Energy Community Energy Report: https://www.xcelenergy.com/community_energy_reports
2025 Disclosure Cycle,779465,CDP,50578,"City of Windsor, ON",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,6180220,Regional/State-level data,0,12.5,0,50.8,24.5,0.4,8.7,0,2.3,0,0,0,0,0.8,2023,N/A
2025 Disclosure Cycle,779465,CDP,50664,Municipality of Almada,City,Europe,Portugal,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,495849,National-level data,16.174,20.625,0,0,19.089,3.508,24.01,0,0,0.878,0,0,7.882,7.836,2019,National data (production mix);\nSolar production is included in \'other renewable sources
2025 Disclosure Cycle,779465,CDP,50669,Municipality of Matosinhos,City,Europe,Portugal,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,700208,National-level data,0,35.612,2.5,0,30.3,7.7,26.8,0.4,10.5,0.0,0.0,0.0,0.0,0.4,2023,Os valores acima correspondem ao mix energético associado à produção de energia elétrica. Informação DGEG - Disponibilidade de energia elétrica para consumo (2000-2023):\n https://www.dgeg.gov.pt/pt/estatistica/energia/eletricidade/producao-anual-e-potencia-instalada/\n\n
2025 Disclosure Cycle,779465,CDP,50680,Municipality of Cascais,City,Europe,Portugal,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,786266,National-level data,0,19,0,0,23,6,25,0,7,0,0.0,0,0,0,2023,"The figures were extracted from the national statistical data for the indicator \'Renewable energy contribution to the final consumption of electricity (%), by type of renewable energy\'. This indicator is obtained by dividing the \'production of electricity from renewable sources\' by the \'final consumption of electricity\'. The \'percentage of total consumption from other non-renewable sources\' was obtained by subtracting the share of renewable to the 100% reference (there may be other rigorous values considering imports/exports)."
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,112860000,Jurisdiction-level data,12.5,14.5,28.8,,44.2,,,,,,,,,,2023,2023年，深圳市煤炭、石油、天然气、一次电力及其他能源的比重分别为12.5%、28.8%、14.5%及44.2%。一次电力及其他能源未再做细分。
2025 Disclosure Cycle,779465,CDP,54026,"City of Tacoma, WA",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,4848126.0,Utility-level data,0.0,0.0,0.0,7.0,82.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,https://www.commerce.wa.gov/wp-content/uploads/2021/03/FMD-Report-2019-FINAL.pdf
2025 Disclosure Cycle,779465,CDP,54027,"City of St. John's, NL",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1756200,Regional/State-level data,0,0.9,3.4,0,95.2,0,0.5,0,0,0,0,0,0,0,2018,https://www.cer-rec.gc.ca/en/data-analysis/energy-commodities/electricity/report/canadas-renewable-power/provinces/renewable-power-canada-newfoundland-labrador.html
2025 Disclosure Cycle,779465,CDP,54034,"City of Grand Rapids, MI",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,3014314.05,Utility-level data,18.08,54.47,0,0,0,0,9.4,0,2.52,0,0,0,12.73,0,2024,N/A
2025 Disclosure Cycle,779465,CDP,54066,"City of Fort Collins, CO",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1540080,Jurisdiction-level data,29.3,1.7,0,0.0,14,0,27.2,0,6.4,0,0.0,0.0,0.2,21.2,2024,The \'other non-renewable sources\' include regional purchases of a mix that includes coal and natural gas. \n\nThe \'other renewable sources\' include local co-generation of energy. 
2025 Disclosure Cycle,779465,CDP,54075,"City of Lakewood, CO",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1036816,Utility-level data,21,33.1,0,0,0.8,0.1,34.5,0.0,10.6,0.0,0.0,0.0,0.0,0.0,2024,Data provided by utility provider Xcel Energy.
2025 Disclosure Cycle,779465,CDP,54084,"City of Guelph, ON",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1589049.0,Regional/State-level data,0.0,10.4,0.0,53.7,25.9,0.0,9.4,0.0,0.0,0,0,0,0,0,2022,Source mix of electricity has <1% attributable to biofuels and <1% attributable to solar photovoltaic as sources but these are not inputted in the corresponding fields above. 
2025 Disclosure Cycle,779465,CDP,54092,"City of Ann Arbor, MI",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1042604,Utility-level data,41.44,26.12,0.18,19.34,0.1,0.62,11.4,0.0,0.76,0.02,0,0,0.04,0,2024,Utility mix is reported. Our utility also reports the portion of their portfolio that is made up by purchased energy. A weighted average emission factor is calculated using this information. More information is available via our utility's website at https://newlook.dteenergy.com/wps/wcm/connect/dte-web/home/community-and-news/common/environment/fuel-mix. 
2025 Disclosure Cycle,779465,CDP,54104,"City of Boulder, CO",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1128670,Utility-level data,21,33.1,0.0,0,0.8,0.1,34.5,0.0,10.6,0.0,0.0,0.0,0.0,0.0,2024,N/A
2025 Disclosure Cycle,779465,CDP,54109,"City of Bloomington, IN",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1335700.33,Regional/State-level data,25,37.8,0.3,28.4,1,0.3,5.5,0,0.8,0,0,0,0,0.1,2023,These statistics were taken from 2023 eGrid data provided by the EPA using their Power Profiler tool.
