disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Policy name,col2_Year enforced,col3_Focus area,col4_Drivers covered by the policy,col5_Policy web link,col6_Policy description and region's role in its enforcement
2025 Disclosure Cycle,779465,CDP,72887,State of Connecticut,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,1,Row 1,AN ACT CONCERNING TREE REMOVAL ON PROPERTIES UNDER THE CONTROL OF THE DEPARTMENT OF ENERGY AND ENVIRONMENTAL PROTECTION,2023,Other: Urban forest,Other: Urban forest,https://www.cga.ct.gov/2023/ACT/PA/PDF/2023PA-00206-R00SB-00896-PA.PDF,"In order to ensure that the benefits of open space and tree cover are enjoyed equitably by residents of the state, it shall be the goal of the state to increase the total percentage of environmental justice communities, as defined in section 22a-20a, that are covered by tree canopy, not later than January 1, 2040, by five per cent of the total area of such communities that have a current tree canopy cover of less than forty per cent"
2025 Disclosure Cycle,779465,CDP,72887,State of Connecticut,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,2,Row 2,Current-use property taxation,2007,Deforestation|Conversion of natural habitats,Other: Land conversion to non-forest use|Unsustainable logging,https://www.ct.gov/deep/cwp/view.asp?a=2697&q=322788&deepNav_GID=1631,"Current-use property taxation policy under which private landowners face minimal annual financial liability for keeping private forests as forest. State recovers taxes if owner withdraws from program early. Connecticut General Statute. Sec. 12-107a. Declaration of policy. It is hereby declared (1) that it is in the public interest to encourage the preservation of farm land, forest land, open space land and maritime heritage land in order to maintain a readily available source of food and farm products close to the metropolitan areas of the state, to conserve the state's natural resources and to provide for the welfare and happiness of the inhabitants of the state, (2) that it is in the public interest to prevent the forced conversion of farm land, forest land, open space land and maritime heritage land to more intensive uses as the result of economic pressures caused by the assessment thereof for purposes of property taxation at values incompatible with their preservation as such farm land, forest land, open space land and maritime heritage land."
2025 Disclosure Cycle,779465,CDP,72887,State of Connecticut,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,3,Row 3,Urban Tree Canopy Goal in CGS Sec. 23-8,2024,Other: Urban Forestry,Other: Urban forest,https://cga.ct.gov/2024/sup/chap_447.htm#sec_23-8,"In order to ensure that the benefits of open space and tree cover are enjoyed equitably by residents of the state, it shall be the goal of the state to increase the total percentage of environmental justice communities, as defined in section 22a-20a, that are covered by tree canopy, not later than January 1, 2040, by five per cent of the total area of such communities that have a current tree canopy cover of less than forty per cent."
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,1,Row 1,Forest Action Plan,,Forest degradation|Forest restoration|Deforestation|Conversion of natural habitats,,https://www.dnr.wa.gov/ForestActionPlan,"The Washington State Department of Natural Resources publishes an annual, in-depth report highlighting efforts undertaken by DNR and its partners in line with the 23 goals and 159 priority actions established by the Forest Action Plan to guide implementation through June 30, 2025. The most recent report published in February 2024 tracks success stories and important milestones reached since the U.S. Forest Service (USFS) and DNR formally adopted the Forest Action Plan on Oct. 26, 2020."
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,2,Row 2,Sustainable Harvest Plan,,Forest degradation|Deforestation,,https://www.dnr.wa.gov/shc,"Generating a perpetual supply of revenue on state trust lands for trust beneficiaries requires responsible management with an emphasis on long-term sustainability. A major component of DNR's approach to sustainable management is calculation of a sustainable harvest level, which is the volume of timber to be scheduled for sale during a planning decade according to applicable laws, policies, and procedures (RCW 79.10.300)(5). \n"
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,3,Row 3,Forest health strategic plan (East side),,Conversion of natural habitats|Forest degradation|Forest restoration|Deforestation,Fires,https://www.dnr.wa.gov/ForestHealthPlan,"In central and eastern Washington alone, we have 2.7 million acres of unhealthy forest. That's why, under the leadership of Commissioner of Public Lands Hilary Franz, more than 33 organizations and agencies came together in 2017 to address the crisis with a 20-Year Forest Health Strategic Plan. This plan, grounded in science, sets a bold goal of restoring 1.25 million acres of forest to healthy conditions, increasing fire resilience and better protecting our communities. This ambitious scale of forest restoration is unprecedented in our state."
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,4,Row 4,Community Wildfire Protection Plans,,Other: Removal of hazardous fuels,Fires,https://www.dnr.wa.gov/community-wildfire-plans,"The wildland urban interface (WUI) is the area where homes are built near or among lands prone to wildland fire. These areas have become more popular for homeowners for their privacy, natural beauty, recreational opportunities and affordable living. Developers and communities are accommodating this desire by building neighborhoods inside these areas. As a result, rural fire districts are more often having to fight fire and protect homes and property within these wildland urban interface areas. \n \nTo help address this situation, DNR has a Wildland Fire Protection 10-Year Strategic Plan and works collaboratively to help implement the National Fire Plan through Community Wildfire Protection Plans and Community Assistance Grants. DNR's Wildfire Intel Dashboard provides real-time wildfire information and statistics. \n \nDevelopment of county-scale CWPPs is important to help Washington State communities be more resilient to wildfire. A CWPP is a comprehensive plan developed by local citizens and state and federal agencies. These protection plans are based on the needs of the people in the community and can address issues such as wildfire response, hazard mitigation, community preparedness, structure protection or all of the above. "
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,5,Row 5,State Forest Practices Act,,Forest degradation|Deforestation,,https://www.dnr.wa.gov/about/boards-and-councils/forest-practices-board/rules-and-guidelines/forest-practices-rules,requires a balance between protecting public resources and assuring that Washington continues to be a productive timber growing state
2025 Disclosure Cycle,779465,CDP,72888,State of Washington,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,6,Row 6,"Other relevant environmental policy (National Environmental Policy Act, Federal and Washington Clean Air Acts, State Environmental Policy Act, State Shorelines Management Act, Federal Clean Water Act, State Water Pollution Control Act etc)",,Forest degradation|Conversion of natural habitats,,https://www.dnr.wa.gov/about/boards-and-councils/forest-practices-board/rules-and-guidelines/forest-practices-rules,Pollution reduction and environmental protection
2025 Disclosure Cycle,779465,CDP,72890,State of Minnesota,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,1,Row 1,Various. See policy description.,,,,,"The Sustainable Forest Resources Management Act of 1995 (MN Stat. 89A) and 1982 Forest Resources Management Act (MN Stat. 89.001 &89.002) serve as the foundation for Minnesota Department of Natural Resources (DNR) forest policy. The Act is implemented by the DNR through a number of agency policies, guidelines, etc., which are developed across multiple disciplines and build robust direction and understanding of sound and sustainable forest management. Such policies address issues such as maintaining old growth forests, implementing site-level forest management guidelines, addressing invasive species, creating and implementing forest management plans, creating and maintain wildlife habitat, protecting rare species, and many more. In 2021, the function of carbon sequestration in public and private forest resources was added to the Minnesota Sustainable Forest Incentive Act (MN Stat. 290C.01).The MN DNR is also responsible for implementing other regional laws on forest management. The Little Shipstead-Newton-Nolan Act (MN Stat. 103G.545), which protects water levels and lakeshores by prohibiting dams and restricting logging within 400 feet of recreational waterways in the state-owned lands in the Boundary Waters Canoe Area Wilderness. The Minnesota Endangered Species Act ((MN Stat 84.0895) imposes a variety of restrictions, a permit program, and several exemptions pertaining to species designated as endangered or threatened. A person may not take, import, transport, or sell any portion of an endangered or threatened species. However, these acts may be allowed by permit issued by the DNR; plants on certain agricultural lands and plants destroyed in consequence of certain agricultural practices are exempt; and the accidental, unknowing destruction of designated plants is exempt. The Minnesota Trust Fund Statute (MN Stat. 127A.31) includes the goal of the permanent school fund, which is to secure the maximum long-term economic return from the school trust lands consistent with the fiduciary responsibilities imposed by the trust relationship established in the Minnesota Constitution, with sound natural resource conservation and management principles, and with other specific policy provided in state law. The Outdoor Recreation Act of 1975 (MN Stat. 86A.02) addresses State Trails, Scientific and Natural Areas, State Wilderness Areas, State Forests, Wildlife Management Areas, and Aquatic Management Areas. The DNR is responsible for managing most of the state-administered/owned forested lands in the state, and also participates in private forest landowner outreach and multi-stakeholder forest landscape initiatives and partnerships. The DNR has a detailed forest policy framework for the management of state forest lands to prevent deforestation and degradation on these lands as much as possible and to govern sustainable management of state forests. The DNR also implements site-level forest management guidelines developed by jurisdictional approaches (MFRC), creates long-term forest management plans for state forests, and follows guidelines for protecting rare species and habitats."
2025 Disclosure Cycle,779465,CDP,72891,State of Hawaii,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,1,Row 1,State Land Use Law - Conservation District,2024,Conversion of natural habitats,Other: ,https://dlnr.hawaii.gov/occl/conservation-district/\n,The Conservation District designation restricts or prevents forest conversion on approximately 2 million acres across the state.
2025 Disclosure Cycle,779465,CDP,72891,State of Hawaii,States & Regions,North America,United States of America,Public,Q10.5.1,Please provide details of your region's forests-related policies.,2,Row 2,Hawaii Forest Action Plan,2016.0,"Forest degradation|Other: Water quality & quantity, forest health: invasive species, insects & disease, wildfire, urban & community forestry, climate change & sea level rise, conservation of native biodiversity, hunting, nature-based recreation & tourism|Deforestation|Conversion of natural habitats","Unsustainable logging|Fires|Other: Feral ungulate damage, invasive species invasion, disease & pests, recreation",https://dlnr.hawaii.gov/forestry/files/2013/09/Hawaii-Forest-Action-Plan-2016-FINAL.pdf,"This is Hawaii's Forest Action Plan 2016 (FAP). It is an update of the 2010 Hawaiʻi Statewide Assessment of Forest Conditions and Trends produced by Hawaii Department of Land and Natural Resources, Division of Forestry and Wildlife (DLNR DOFAW), to fulfill a mandate of the U.S. Forest Service (Public Law 110-234). This document meets the legal requirements set forth by the 2008 Farm Bill and it directly addresses the National Themes to: (1) conserve working landscapes, (2) protect forests from harm, and (3) enhance public benefits associated with trees and forests. We have used this process as an opportunity for DOFAW to continue the collaborative efforts among the many agencies, institutions, and landowners actively involved in the stewardship of Hawaii's natural resources."
