disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total quantity of food procured (tonnes),col2_Breakdown of procured food by food group,col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,Information not available.,2022,This information is not available. We are currently working with various Administrations in order to collect and process these data. The null value reported for total quantity of food procured is there in order to complete the question and have it registered as \'Answered\'
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,6294.94,"En el año 2024, se entregaron 58,226,229 raciones, cada ración alimenticia otorgada, se compone de tres insumos (leche, cereal y fruta). \n250ml de leche\n 30grs de cereales\n 80grs de fruta fresca\n\nEn este sentido y considerando la población beneficiaria de este programa, se contabilizaron de manera anual las siguientes cantidades:\nLeche 14.55 Mega litros\nCereales integrales: 1,746.8 ton\nFruta fresca: 4,658.10 ton\n\nDurante 2024, el programa de Comedores Populares para el Bienestar, otorgaron 5,800,00 raciones de alimentos calientes; sin embargo, no se tiene desglose por tipo de alimento, ya que el menú varía de acuerdo al comedor.\n\nEs importante mencionar que los dos programas antes mencionados, no representan la suma total de alimentos que son adquiridos por la Ciudad de México. Actualmente no existe un desglose de alimentos por tipo de instalación que son propiedad del Gobierno (hospitales, penitenciarías, albergues, etc.) por lo tanto, solo se reportan los datos de los programas que operan actualmente.",2023,"El Programa Alimentos Escolares del Gobierno de la Ciudad de México, contribuye al derecho a la vida digna a través del derecho a la alimentación y a la seguridad alimentaria de niñas, niños y adolescentes que están registrados en el nivel preescolar, primaria y educación especial, en su modalidad (prescolar y primaria) de la ciudad. Los alimentos escolares, cuentan con altos criterios de calidad nutricia, acompañados de acciones de orientación y educación alimentaria disminuyendo, a largo plazo los problemas de sobrepeso, obesidad, desnutrición y anemia en la edad adulta.\n\nPor otro lado, la Ciudad de México tiene el Programa de Comedores Populares para el Bienestar, el cual otorga raciones de comida caliente a personas que viven y/o transitan en la Ciudad de México; a través de comedores operados por Grupos Solidarios (Comité de Administración) a un costo sumamente accesible.\n\nPara consultar las evaluaciones realizadas en 2025 que corresponden al ejercicio 2024 de los programas que operan actualmente en la Ciudad de México, puede ingresar en los siguientes enlaces:\n\n-Alimentos escolares\nhttps://intranet.dif.cdmx.gob.mx/transparencia/new/_evaluaciones/2025/7.%20Evaluacio%CC%81n%20Interna%20Alimentos%202025%20ejercicio%202024%20final.pdf\n\n-Comedores populares para el bienestar\nhttps://intranet.dif.cdmx.gob.mx/transparencia/new/_evaluaciones/2025/1.%20Evaluacio%CC%81n%20Interna%20Comedores%202025%20ejercicio%202024%20final.pdf"
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,9328,"     In 2023, Milano Ristorazione has provided meals as follows:\n      - Schools: 12.532.311 meals \n      - RSA (Health care residential structures for elderly people): 497.703 meals\n      - Special Services: 475.004 meals\n      - Other clients: 433.878 meals\n      - Raw food: 1.306.796\n",2023,*Milano Ristorazione 2024 (Sustainability report 2021) 
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,21592,Government owned restaurants food breakdown for 2022 (types/tons) :\n• Lamb\t 25 \n Beef\t 295 \n• Fish\t 610 \n• Pork\t 150 \n• Veal\t 150 \n• Poultry\t 454 \n• Cheese\t 561 \n• Egg\t 363 \n• Dairy products\t 2 380 \n• Prepared meals\t 947 \n• Fruits\t 2 832 \n• Vegetables\t 5 407 \n• Starches\t 983 \n• Dessert\t 940 \n• Drinks\t 1 569 \n• Milk\t 642 \n• Grocery\t 3 284 \n= Total Food\t 21 592 ,2022,"The last detailed food data on City facilities comes from the specific GHG inventory of City Restauration of 2022, published in 2024 (Bilan carbone de la restauration collective parisienne 2022)\n(https://cdn.paris.fr/paris/2025/03/18/ville-de-paris-bilan-carbone-restauco-2022-rapport-vf-OXJK.pdf)\n\nSustainable Food Plan\nhttps://cdn.paris.fr/paris/2023/02/16/plan-alimentation-durable-2022-2027-version-finale-7-fevrier-2023-bd96dpi-PPo0.pdf\n\nAgriparis \nhttps://cdn.paris.fr/paris/2022/05/20/765411a576480005e4e845d624ea6b3f.pdf"
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,758315,"Carne vermelha 31164 t\nCarne de porco 23108 t\nAves 37850 t\nPeixes e frutos do mar 5127 t\nLaticínios líquidos 10574 t\nLaticínios sólidos 3688 t\nOvos 22489 t \nLeguminosas 104963 t\nNozes e sementes 0 t \nGrãos 285667 t\nSubstitutos do leite à base de plantas 3,5 t\nFrutas 148595 t\nLegumes 18906 t\nRaízes e tubérculos 16742 t\nVerduras 50436 t\nAçúcares e adoçantes 723 t\nÓleos vegetais 1104 t\nCafé 4,9 t\ntemperos 4,9 t\nsucos 41,4 t\n",2024,"O total e o valor correspondente desagregado referem-se ao somatório dos alimentos servidos pelos restaurantes populares, cozinhas comunitárias, escolas e outras unidades de educação, unidades de reinserção social e unidades de saúde. Boa parte dos dados aqui apresentados são estimados, seja em função do que estão nos contratos, seja por que era dado de um único mês e multiplicou por 12, seja porque as unidades de medida eram diferentes de massa e precisaram passar por equivalência. "
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,NA,2025,No data available on this.
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,571,Total share (kg/euro): 54.9 % animal related; 45.1% vegetable; 0% other. ,2024,"Data is related to general volumes of catering at municipal government work locations with a company restaurant and not at for example subsidized locations or public places like schools, hospitals or food banks. Data is about needed purchases for the company restaurants as well as banqueting (meeting lunches , (pre and after) work drinks, etc.). "
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.0,,,"No es una competencia del Gobierno Regional Metropolitano de Santiago, tampoco existen instalaciones propias en donde se deba adquirir alimentos. "
2025 Disclosure Cycle,779465,CDP,31181,"City of Philadelphia, PA",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,We do not currently have data on food procurement
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,Data not available,2024,Data not available
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,20586,Não há disponibilidade de dados sobre a A repartição dos alimentos adquiridos por grupo alimentar é a seguinte: cereais: 10.703 toneladas; proteínas vegetais: 4.712 toneladas; carnes: 1.616 toneladas; laticínios: 712 toneladas; vegetais: 1.645 toneladas; frutas: 766 toneladas; Banco de Alimentos: 432 toneladas (sem detalhamento por grupo alimentar). ,2024,Os dados totais sobre a quantidade de alimentos 
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,5859,0,2022,The data concerns the production of food by catering services in the city based on the food policy of Warsaw
