disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Installed capacity (MW)^,"col2_If you have no installed capacity data to report, please select a notation key to explain why^",col3_Annual generation (MWh)^,"col4_If you have no generation data to report, please select a notation key to explain why^",col5_Year data applies to,col6_Comment
2025 Disclosure Cycle,779465,CDP,54075,"City of Lakewood, CO",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2024,Geothermal capacity and generation is insignificant within jurisdiction boundary.
2025 Disclosure Cycle,779465,CDP,54075,"City of Lakewood, CO",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2024,Other sources are not occurring.
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,1.57,Not Occurring (NO),209.25,Confidential (C),2020,The Independent Electricity Operator will not disclose generation data for any facilities with less than 20 MW of maximum output capability. 
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),0,Not Occurring (NO),2020,Occurring outside of jurisdiction.
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Occurring (NO),0,Not Occurring (NO),2020,Occurring outside of jurisdiction.
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Occurring (NO),2020,Occurring outside of jurisdiction.
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),40.0,Confidential (C),3,Confidential (C),2020,There are three bioenergy CHP systems operating in Thunder Bay. Only one (40 MW) is able to disclose installed capacity. Two of the systems are used by their respective buildings and do not contribute energy to the grid. One system contributes a small amount of electricity to the grid. 
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2020,Occurring outside of jurisdiction.
2025 Disclosure Cycle,779465,CDP,54098,"City of Thunder Bay, ON",City,North America,Canada,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Occurring (NO),0,Not Occurring (NO),2020,No other generation data to report.outside of jurisdiction.
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,0.0,Not Estimated (NE),,Not Estimated (NE),2024,"There are no utility-scale solar projects in Iowa City, but several residents and businesses have installed private, distributed solar arrays. Iowa City does not collect data on installed capacity or annual generation of these installations."
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0.0,Not Estimated (NE),,Not Estimated (NE),2024,"While there are some thermal solar installations for the purposes of domestic hot water heating, Iowa City does not collect data on such installations."
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0.0,Not Occurring (NO),,Not Occurring (NO),2024,There are no hydropower generating facilities within the jurisdiction.
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0.0,Not Estimated (NE),,Not Estimated (NE),2024,"There are a handful of small wind energy installations in Iowa City, but data on generation is not collected."
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),0.0,Not Estimated (NE),,Not Estimated (NE),2024,"The University of Iowa Power Plant does burn some biomass in their boilers, these are for central steam heat and sterilization, not electricity generation."
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0.0,Not Occurring (NO),,Not Occurring (NO),2024,There are no geothermal electricity generating facilities within the jurisdiction.
2025 Disclosure Cycle,779465,CDP,54111,"City of Iowa City, IA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0.0,Not Occurring (NO),,Not Occurring (NO),2024,There are no other renewable energy generating facilities within the jurisdiction.
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,20,,,Not Estimated (NE),2024,"Source: Data provided by Arizona Public Service, the electric utility service provider for Flagstaff, on May 7, 2024."
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Estimated (NE),,Not Estimated (NE),,
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,,Not Estimated (NE),,Not Estimated (NE),,
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Estimated (NE),,Not Estimated (NE),,
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Estimated (NE),,Not Estimated (NE),,
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,,Not Estimated (NE),,Not Estimated (NE),,
2025 Disclosure Cycle,779465,CDP,54113,"City of Flagstaff, AZ",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,,Not Estimated (NE),,Not Estimated (NE),,
2025 Disclosure Cycle,779465,CDP,54119,"City of Palo Alto, CA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,19.2,,31960,,2024,As reported by City of Palo Alto Utilities
2025 Disclosure Cycle,779465,CDP,54119,"City of Palo Alto, CA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2024,Not applicable
2025 Disclosure Cycle,779465,CDP,54119,"City of Palo Alto, CA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2024,Not applicable
2025 Disclosure Cycle,779465,CDP,54119,"City of Palo Alto, CA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2024,Not applicable
2025 Disclosure Cycle,779465,CDP,54119,"City of Palo Alto, CA",City,North America,United States of America,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),0.0,Not Occurring (NO),0.0,Not Occurring (NO),2024,Not applicable
