disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Source of jurisdiction's water supply,col2_Are you able to report volumetric data for this source?,col3_Annual volume of water withdrawn per source (in megalitres) ,col4_Projected level of change over next 5-10 years,col5_Comment
2025 Disclosure Cycle,779465,CDP,3203,City of Chicago,City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,1380000,Less volume projected to be withdrawn,The recently commissioned study from the Georgian Bay Great Lakes Foundation suggests that Lake Michigan water levels could fall by 1.1 meters from 2022 average by 2030. Further findings suggest that water levels in Lake Michigan could rise by .3 meters from today's average by 2040. Link to research: https://www.georgianbaygreatlakesfoundation.com/
2025 Disclosure Cycle,779465,CDP,3417,"New York City, NY",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Other: See DEP water report from 2020,Yes,374300000000,About the same volume projected to be withdrawn,https://www.nyc.gov/site/dep/about/drinking-water-supply-quality-report.page\n\n2024 report here -->https://www.nyc.gov/assets/dep/downloads/pdf/water/drinking-water/drinking-water-supply-quality-report/2024-drinking-water-supply-quality-report.pdf
2025 Disclosure Cycle,779465,CDP,3417,"New York City, NY",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,1384439,About the same volume projected to be withdrawn,"The NYC Water Supply system is primarily a surface water supply. It consists of 19 storage reservoirs, 3 balancing reservoirs and 3 controlled lakes, in total, there are 570 billion gallons of storage in the system. https://www.nyc.gov/site/dep/about/drinking-water-supply-quality-report.page"
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),Yes,106754,About the same volume projected to be withdrawn,NA
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,680618.0,About the same volume projected to be withdrawn,NA
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Desalinated seawater,Yes,5404.0,About the same volume projected to be withdrawn,NA
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",4,Row 4,Ground water (non-renewable),No,,,NA
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,158000,Higher volume projected to be withdrawn,Volume including water delivered by our water supply company to 11 neighbouring municipalities. Several other municipalities also draw their water supply from the same lake.\n\nEstimated increase about 1% per year
2025 Disclosure Cycle,779465,CDP,5871,Essex County Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (non-renewable),No,,,"The maximum of daily quantity of total ground water abstraction in Essex in megalitres by type of usage is 2918ML for water transfer, 542 ML for water supply, 71ML for Industrial, Commercial and Public Services, 94ML for Environmental and 97 ML for Agriculture. Projected shortage of 147 ML per day by 2050. "
2025 Disclosure Cycle,779465,CDP,5871,Essex County Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Ground water (renewable),No,,,"The maximum of daily quantity of total ground water abstraction in Essex in megalitres by type of usage is 2918ML for water transfer, 542 ML for water supply, 71ML for Industrial, Commercial and Public Services, 94ML for Environmental and 97 ML for Agriculture."
2025 Disclosure Cycle,779465,CDP,5871,Essex County Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",4,Row 4,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,The maximum of daily quantity of surface water abstraction in Essex in megalitres by type of usage is 1919ML for water supply.
